condition,correct,example_id,margin,prediction,rank,seed,target
rule_lhs_mismatch,1,986,20.35149574279785,6,1,23,6
consequent_swap,1,987,9.027355194091797,46,1,23,46
entailed,1,988,11.117530822753906,68,1,23,68
fact_mismatch,1,989,26.575454711914062,6,1,23,6
rule_lhs_mismatch,1,990,31.85095977783203,6,1,23,6
consequent_swap,1,991,11.451534271240234,49,1,23,49
entailed,1,992,9.290216445922852,48,1,23,48
fact_mismatch,1,993,21.111225128173828,6,1,23,6
rule_lhs_mismatch,1,994,28.38554573059082,6,1,23,6
consequent_swap,1,995,14.08508586883545,56,1,23,56
entailed,1,996,7.594064712524414,46,1,23,46
fact_mismatch,1,997,22.117725372314453,6,1,23,6
rule_lhs_mismatch,1,998,36.52208709716797,6,1,23,6
consequent_swap,1,999,11.48119068145752,28,1,23,28
entailed,1,1000,12.681377410888672,53,1,23,53
fact_mismatch,1,1001,23.323501586914062,6,1,23,6
rule_lhs_mismatch,1,1002,32.5797119140625,6,1,23,6
consequent_swap,1,1003,6.660564422607422,20,1,23,20
entailed,1,1004,13.682060241699219,55,1,23,55
fact_mismatch,1,1005,21.921762466430664,6,1,23,6
rule_lhs_mismatch,1,1006,21.602127075195312,6,1,23,6
consequent_swap,1,1007,16.818126678466797,70,1,23,70
entailed,1,1008,8.739944458007812,11,1,23,11
fact_mismatch,1,1009,25.338590621948242,6,1,23,6
rule_lhs_mismatch,1,1010,28.15550994873047,6,1,23,6
consequent_swap,1,1011,11.129701614379883,56,1,23,56
entailed,1,1012,8.562980651855469,52,1,23,52
fact_mismatch,1,1013,22.438430786132812,6,1,23,6
rule_lhs_mismatch,1,1014,9.97125244140625,6,1,23,6
consequent_swap,1,1015,12.587577819824219,30,1,23,30
entailed,1,1016,7.734954833984375,62,1,23,62
fact_mismatch,1,1017,21.75908088684082,6,1,23,6
rule_lhs_mismatch,1,1018,31.08698844909668,6,1,23,6
consequent_swap,1,1019,11.055384635925293,48,1,23,48
entailed,1,1020,12.924116134643555,54,1,23,54
fact_mismatch,1,1021,20.64096450805664,6,1,23,6
rule_lhs_mismatch,1,1022,25.61422348022461,6,1,23,6
consequent_swap,1,1023,13.43844223022461,7,1,23,7
entailed,1,0,9.675055503845215,50,1,37,50
fact_mismatch,1,1,26.363170623779297,6,1,37,6
rule_lhs_mismatch,1,2,22.510591506958008,6,1,37,6
consequent_swap,1,3,9.02929973602295,35,1,37,35
entailed,1,4,10.016077041625977,53,1,37,53
fact_mismatch,1,5,27.92803192138672,6,1,37,6
rule_lhs_mismatch,1,6,30.097492218017578,6,1,37,6
consequent_swap,1,7,9.98298168182373,39,1,37,39
entailed,1,8,6.664518356323242,28,1,37,28
fact_mismatch,1,9,28.6474666595459,6,1,37,6
rule_lhs_mismatch,1,10,27.7919921875,6,1,37,6
consequent_swap,1,11,11.553744316101074,29,1,37,29
entailed,1,12,6.635908126831055,34,1,37,34
fact_mismatch,1,13,19.022438049316406,6,1,37,6
rule_lhs_mismatch,1,14,24.553220748901367,6,1,37,6
consequent_swap,1,15,11.06268310546875,18,1,37,18
entailed,1,16,8.314159393310547,42,1,37,42
fact_mismatch,1,17,27.984865188598633,6,1,37,6
rule_lhs_mismatch,1,18,26.47015380859375,6,1,37,6
consequent_swap,1,19,8.652812957763672,35,1,37,35
entailed,1,20,9.961250305175781,63,1,37,63
fact_mismatch,1,21,27.525047302246094,6,1,37,6
rule_lhs_mismatch,1,22,27.727907180786133,6,1,37,6
consequent_swap,1,23,9.948151588439941,57,1,37,57
entailed,1,24,5.30018424987793,47,1,37,47
fact_mismatch,1,25,28.02761459350586,6,1,37,6
rule_lhs_mismatch,1,26,29.40009880065918,6,1,37,6
consequent_swap,1,27,12.358945846557617,29,1,37,29
entailed,1,28,7.474632263183594,14,1,37,14
fact_mismatch,1,29,27.003890991210938,6,1,37,6
rule_lhs_mismatch,1,30,26.66290283203125,6,1,37,6
consequent_swap,1,31,9.41171932220459,48,1,37,48
entailed,1,32,5.2592668533325195,12,1,37,12
fact_mismatch,1,33,24.012561798095703,6,1,37,6
rule_lhs_mismatch,1,34,20.624399185180664,6,1,37,6
consequent_swap,1,35,14.446678161621094,65,1,37,65
entailed,1,36,7.818017959594727,25,1,37,25
fact_mismatch,1,37,26.712472915649414,6,1,37,6
rule_lhs_mismatch,1,38,24.357723236083984,6,1,37,6
consequent_swap,1,39,9.950453758239746,40,1,37,40
entailed,1,40,9.718801498413086,14,1,37,14
fact_mismatch,1,41,25.826435089111328,6,1,37,6
rule_lhs_mismatch,1,42,28.743331909179688,6,1,37,6
consequent_swap,1,43,5.676416397094727,35,1,37,35
entailed,1,44,10.963217735290527,19,1,37,19
fact_mismatch,1,45,29.430152893066406,6,1,37,6
rule_lhs_mismatch,1,46,24.553220748901367,6,1,37,6
consequent_swap,1,47,9.580897331237793,29,1,37,29
entailed,1,48,11.88003158569336,8,1,37,8
fact_mismatch,1,49,25.611690521240234,6,1,37,6
rule_lhs_mismatch,1,50,28.430389404296875,6,1,37,6
consequent_swap,1,51,13.024864196777344,21,1,37,21
entailed,1,52,10.892607688903809,45,1,37,45
fact_mismatch,1,53,28.912281036376953,6,1,37,6
rule_lhs_mismatch,1,54,22.91588020324707,6,1,37,6
consequent_swap,1,55,10.066999435424805,18,1,37,18
entailed,1,56,9.997868537902832,46,1,37,46
fact_mismatch,1,57,28.63544464111328,6,1,37,6
rule_lhs_mismatch,1,58,24.623096466064453,6,1,37,6
consequent_swap,1,59,11.605172157287598,52,1,37,52
entailed,1,60,9.269397735595703,47,1,37,47
fact_mismatch,1,61,25.86178207397461,6,1,37,6
rule_lhs_mismatch,1,62,28.8009033203125,6,1,37,6
consequent_swap,1,63,10.458078384399414,45,1,37,45
entailed,1,64,14.798877716064453,33,1,37,33
fact_mismatch,1,65,12.760944366455078,6,1,37,6
rule_lhs_mismatch,1,66,18.60126304626465,6,1,37,6
consequent_swap,1,67,11.14916706085205,19,1,37,19
entailed,1,68,7.878073692321777,48,1,37,48
fact_mismatch,1,69,29.84886932373047,6,1,37,6
rule_lhs_mismatch,1,70,27.16525650024414,6,1,37,6
consequent_swap,1,71,9.290119171142578,26,1,37,26
entailed,1,72,10.999333381652832,15,1,37,15
fact_mismatch,1,73,28.074687957763672,6,1,37,6
rule_lhs_mismatch,1,74,28.18459701538086,6,1,37,6
consequent_swap,1,75,8.480542182922363,20,1,37,20
entailed,1,76,10.869483947753906,65,1,37,65
fact_mismatch,1,77,28.84710693359375,6,1,37,6
rule_lhs_mismatch,1,78,30.817096710205078,6,1,37,6
consequent_swap,1,79,9.470943450927734,53,1,37,53
entailed,1,80,13.39643669128418,70,1,37,70
fact_mismatch,1,81,27.670700073242188,6,1,37,6
rule_lhs_mismatch,1,82,25.97223663330078,6,1,37,6
consequent_swap,1,83,11.988752365112305,44,1,37,44
entailed,1,84,10.145575523376465,62,1,37,62
fact_mismatch,1,85,27.573123931884766,6,1,37,6
rule_lhs_mismatch,1,86,25.35647201538086,6,1,37,6
consequent_swap,1,87,7.876506805419922,54,1,37,54
entailed,1,88,8.729578018188477,53,1,37,53
fact_mismatch,1,89,27.42217445373535,6,1,37,6
rule_lhs_mismatch,1,90,28.206525802612305,6,1,37,6
consequent_swap,1,91,11.948787689208984,65,1,37,65
entailed,1,92,11.498607635498047,17,1,37,17
fact_mismatch,1,93,23.055158615112305,6,1,37,6
rule_lhs_mismatch,1,94,29.718461990356445,6,1,37,6
consequent_swap,1,95,12.191862106323242,69,1,37,69
entailed,1,96,6.985816955566406,28,1,37,28
fact_mismatch,1,97,32.67765808105469,6,1,37,6
rule_lhs_mismatch,1,98,27.540971755981445,6,1,37,6
consequent_swap,1,99,1.2305335998535156,41,1,37,41
entailed,1,100,7.896770477294922,55,1,37,55
fact_mismatch,1,101,27.568988800048828,6,1,37,6
rule_lhs_mismatch,1,102,28.356781005859375,6,1,37,6
consequent_swap,1,103,10.899001121520996,30,1,37,30
entailed,1,104,10.203375816345215,60,1,37,60
fact_mismatch,1,105,25.80477523803711,6,1,37,6
rule_lhs_mismatch,1,106,27.52743148803711,6,1,37,6
consequent_swap,1,107,14.010241508483887,9,1,37,9
entailed,1,108,9.075512886047363,25,1,37,25
fact_mismatch,1,109,29.599348068237305,6,1,37,6
rule_lhs_mismatch,1,110,23.379520416259766,6,1,37,6
consequent_swap,1,111,8.798742294311523,57,1,37,57
entailed,1,112,10.427200317382812,16,1,37,16
fact_mismatch,1,113,22.34435272216797,6,1,37,6
rule_lhs_mismatch,1,114,23.915706634521484,6,1,37,6
consequent_swap,1,115,11.426811218261719,8,1,37,8
entailed,1,116,9.634638786315918,18,1,37,18
fact_mismatch,1,117,23.356975555419922,6,1,37,6
rule_lhs_mismatch,1,118,24.09430694580078,6,1,37,6
consequent_swap,1,119,8.241764068603516,61,1,37,61
entailed,1,120,9.468730926513672,15,1,37,15
fact_mismatch,1,121,28.898862838745117,6,1,37,6
rule_lhs_mismatch,1,122,22.736774444580078,6,1,37,6
consequent_swap,1,123,6.635908126831055,34,1,37,34
entailed,1,124,10.858613967895508,69,1,37,69
fact_mismatch,1,125,28.60865020751953,6,1,37,6
rule_lhs_mismatch,1,126,25.934417724609375,6,1,37,6
consequent_swap,1,127,10.673124313354492,59,1,37,59
entailed,1,128,9.63764476776123,20,1,37,20
fact_mismatch,1,129,23.653987884521484,6,1,37,6
rule_lhs_mismatch,1,130,27.493183135986328,6,1,37,6
consequent_swap,1,131,11.717522621154785,52,1,37,52
entailed,1,132,12.0218505859375,58,1,37,58
fact_mismatch,1,133,28.777584075927734,6,1,37,6
rule_lhs_mismatch,1,134,16.241161346435547,6,1,37,6
consequent_swap,1,135,12.022761344909668,59,1,37,59
entailed,1,136,9.451541900634766,39,1,37,39
fact_mismatch,1,137,26.951467514038086,6,1,37,6
rule_lhs_mismatch,1,138,29.652408599853516,6,1,37,6
consequent_swap,1,139,10.406956672668457,34,1,37,34
entailed,1,140,12.056343078613281,56,1,37,56
fact_mismatch,1,141,24.895952224731445,6,1,37,6
rule_lhs_mismatch,1,142,24.772518157958984,6,1,37,6
consequent_swap,1,143,10.46745777130127,19,1,37,19
entailed,1,144,8.040803909301758,45,1,37,45
fact_mismatch,1,145,26.442771911621094,6,1,37,6
rule_lhs_mismatch,1,146,27.793405532836914,6,1,37,6
consequent_swap,1,147,5.535161018371582,50,1,37,50
entailed,1,148,9.445887565612793,38,1,37,38
fact_mismatch,1,149,22.08864974975586,6,1,37,6
rule_lhs_mismatch,1,150,17.360279083251953,6,1,37,6
consequent_swap,1,151,9.039350509643555,54,1,37,54
entailed,1,152,8.486690521240234,38,1,37,38
fact_mismatch,1,153,27.860332489013672,6,1,37,6
rule_lhs_mismatch,1,154,20.435699462890625,6,1,37,6
consequent_swap,1,155,10.179950714111328,60,1,37,60
entailed,1,156,12.399620056152344,29,1,37,29
fact_mismatch,1,157,23.94087028503418,6,1,37,6
rule_lhs_mismatch,1,158,26.879852294921875,6,1,37,6
consequent_swap,1,159,9.173333168029785,61,1,37,61
entailed,1,160,5.865832328796387,48,1,37,48
fact_mismatch,1,161,25.27796173095703,6,1,37,6
rule_lhs_mismatch,1,162,27.052854537963867,6,1,37,6
consequent_swap,1,163,10.266878128051758,7,1,37,7
entailed,1,164,6.882752418518066,17,1,37,17
fact_mismatch,1,165,27.705244064331055,6,1,37,6
rule_lhs_mismatch,1,166,21.441556930541992,6,1,37,6
consequent_swap,1,167,10.81379222869873,27,1,37,27
entailed,0,168,-0.14707183837890625,6,2,37,13
fact_mismatch,1,169,25.620014190673828,6,1,37,6
rule_lhs_mismatch,1,170,26.444011688232422,6,1,37,6
consequent_swap,1,171,6.882752418518066,17,1,37,17
entailed,1,172,10.819683074951172,15,1,37,15
fact_mismatch,1,173,18.543161392211914,6,1,37,6
rule_lhs_mismatch,1,174,29.9393253326416,6,1,37,6
consequent_swap,1,175,9.186361312866211,16,1,37,16
entailed,1,176,8.068862915039062,67,1,37,67
fact_mismatch,1,177,29.016176223754883,6,1,37,6
rule_lhs_mismatch,1,178,24.435813903808594,6,1,37,6
consequent_swap,1,179,11.982439041137695,63,1,37,63
entailed,1,180,8.7161226272583,59,1,37,59
fact_mismatch,1,181,25.613000869750977,6,1,37,6
rule_lhs_mismatch,1,182,23.795509338378906,6,1,37,6
consequent_swap,1,183,10.609493255615234,42,1,37,42
entailed,1,184,10.248382568359375,18,1,37,18
fact_mismatch,1,185,28.821910858154297,6,1,37,6
rule_lhs_mismatch,1,186,26.121803283691406,6,1,37,6
consequent_swap,1,187,9.218706130981445,8,1,37,8
entailed,1,188,12.939607620239258,17,1,37,17
fact_mismatch,1,189,27.734710693359375,6,1,37,6
rule_lhs_mismatch,1,190,30.90281867980957,6,1,37,6
consequent_swap,1,191,10.066999435424805,18,1,37,18
entailed,1,192,10.440346717834473,34,1,37,34
fact_mismatch,1,193,30.163585662841797,6,1,37,6
rule_lhs_mismatch,1,194,25.865428924560547,6,1,37,6
consequent_swap,1,195,10.331899642944336,15,1,37,15
entailed,1,196,9.994403839111328,47,1,37,47
fact_mismatch,1,197,23.270774841308594,6,1,37,6
rule_lhs_mismatch,1,198,27.466312408447266,6,1,37,6
consequent_swap,1,199,7.771095275878906,12,1,37,12
entailed,1,200,11.29200267791748,17,1,37,17
fact_mismatch,1,201,25.10486602783203,6,1,37,6
rule_lhs_mismatch,1,202,29.475923538208008,6,1,37,6
consequent_swap,1,203,8.4808931350708,31,1,37,31
entailed,1,204,10.679646492004395,47,1,37,47
fact_mismatch,1,205,29.254304885864258,6,1,37,6
rule_lhs_mismatch,1,206,29.92431640625,6,1,37,6
consequent_swap,1,207,9.739680290222168,30,1,37,30
entailed,1,208,9.451541900634766,39,1,37,39
fact_mismatch,1,209,28.017553329467773,6,1,37,6
rule_lhs_mismatch,1,210,26.246410369873047,6,1,37,6
consequent_swap,1,211,8.784521102905273,35,1,37,35
entailed,1,212,10.77678394317627,51,1,37,51
fact_mismatch,1,213,26.24987030029297,6,1,37,6
rule_lhs_mismatch,1,214,20.624399185180664,6,1,37,6
consequent_swap,1,215,13.804076194763184,33,1,37,33
entailed,1,216,4.866809844970703,28,1,37,28
fact_mismatch,1,217,21.76288604736328,6,1,37,6
rule_lhs_mismatch,1,218,24.350791931152344,6,1,37,6
consequent_swap,1,219,11.635021209716797,27,1,37,27
entailed,1,220,6.863121032714844,35,1,37,35
fact_mismatch,1,221,27.145166397094727,6,1,37,6
rule_lhs_mismatch,1,222,27.846254348754883,6,1,37,6
consequent_swap,1,223,8.4808931350708,31,1,37,31
entailed,1,224,9.290119171142578,26,1,37,26
fact_mismatch,1,225,20.871978759765625,6,1,37,6
rule_lhs_mismatch,1,226,25.36944580078125,6,1,37,6
consequent_swap,1,227,12.860188484191895,11,1,37,11
entailed,1,228,13.124993324279785,65,1,37,65
fact_mismatch,1,229,24.766319274902344,6,1,37,6
rule_lhs_mismatch,1,230,22.329822540283203,6,1,37,6
consequent_swap,1,231,11.476096153259277,11,1,37,11
entailed,1,232,9.163098335266113,16,1,37,16
fact_mismatch,1,233,21.9884090423584,6,1,37,6
rule_lhs_mismatch,1,234,26.80143928527832,6,1,37,6
consequent_swap,1,235,9.494617462158203,35,1,37,35
entailed,1,236,6.869363784790039,29,1,37,29
fact_mismatch,1,237,16.763294219970703,6,1,37,6
rule_lhs_mismatch,1,238,25.07491111755371,6,1,37,6
consequent_swap,1,239,8.882065773010254,32,1,37,32
entailed,1,240,8.006282806396484,28,1,37,28
fact_mismatch,1,241,29.399145126342773,6,1,37,6
rule_lhs_mismatch,1,242,27.9117431640625,6,1,37,6
consequent_swap,1,243,8.25747013092041,57,1,37,57
entailed,1,244,11.982439041137695,63,1,37,63
fact_mismatch,1,245,22.79380226135254,6,1,37,6
rule_lhs_mismatch,1,246,24.235992431640625,6,1,37,6
consequent_swap,1,247,8.731988906860352,70,1,37,70
entailed,1,248,9.921616554260254,63,1,37,63
fact_mismatch,1,249,20.175188064575195,6,1,37,6
rule_lhs_mismatch,1,250,27.095294952392578,6,1,37,6
consequent_swap,1,251,10.506454467773438,19,1,37,19
entailed,1,252,8.630476951599121,50,1,37,50
fact_mismatch,1,253,27.033166885375977,6,1,37,6
rule_lhs_mismatch,1,254,26.157272338867188,6,1,37,6
consequent_swap,1,255,6.390115737915039,25,1,37,25
entailed,1,256,9.330360412597656,18,1,37,18
fact_mismatch,1,257,25.189350128173828,6,1,37,6
rule_lhs_mismatch,1,258,28.249526977539062,6,1,37,6
consequent_swap,1,259,7.133670806884766,29,1,37,29
entailed,1,260,8.040803909301758,45,1,37,45
fact_mismatch,1,261,22.320636749267578,6,1,37,6
rule_lhs_mismatch,1,262,29.00201988220215,6,1,37,6
consequent_swap,1,263,10.892607688903809,45,1,37,45
entailed,1,264,7.133670806884766,29,1,37,29
fact_mismatch,1,265,27.819204330444336,6,1,37,6
rule_lhs_mismatch,1,266,13.097076416015625,6,1,37,6
consequent_swap,1,267,10.144221305847168,20,1,37,20
entailed,1,268,9.040762901306152,50,1,37,50
fact_mismatch,1,269,20.788143157958984,6,1,37,6
rule_lhs_mismatch,1,270,24.12795066833496,6,1,37,6
consequent_swap,1,271,10.131123542785645,14,1,37,14
entailed,1,272,10.89054012298584,15,1,37,15
fact_mismatch,1,273,26.591516494750977,6,1,37,6
rule_lhs_mismatch,1,274,23.407838821411133,6,1,37,6
consequent_swap,1,275,10.920171737670898,63,1,37,63
entailed,1,276,11.14916706085205,19,1,37,19
fact_mismatch,1,277,28.88690757751465,6,1,37,6
rule_lhs_mismatch,1,278,24.23389434814453,6,1,37,6
consequent_swap,1,279,12.28095531463623,42,1,37,42
entailed,1,280,9.186361312866211,16,1,37,16
fact_mismatch,1,281,27.85589599609375,6,1,37,6
rule_lhs_mismatch,1,282,21.878841400146484,6,1,37,6
consequent_swap,1,283,9.16892147064209,34,1,37,34
entailed,1,284,9.788545608520508,55,1,37,55
fact_mismatch,1,285,30.25255012512207,6,1,37,6
rule_lhs_mismatch,1,286,27.065032958984375,6,1,37,6
consequent_swap,1,287,8.671798706054688,41,1,37,41
entailed,1,288,11.927823066711426,51,1,37,51
fact_mismatch,1,289,26.05052947998047,6,1,37,6
rule_lhs_mismatch,1,290,28.915725708007812,6,1,37,6
consequent_swap,1,291,8.387046813964844,37,1,37,37
entailed,1,292,9.075512886047363,25,1,37,25
fact_mismatch,1,293,27.412418365478516,6,1,37,6
rule_lhs_mismatch,1,294,24.323537826538086,6,1,37,6
consequent_swap,1,295,13.804076194763184,33,1,37,33
entailed,1,296,8.359124183654785,7,1,37,7
fact_mismatch,1,297,23.982730865478516,6,1,37,6
rule_lhs_mismatch,1,298,13.097076416015625,6,1,37,6
consequent_swap,1,299,8.240893363952637,32,1,37,32
entailed,1,300,10.451992988586426,14,1,37,14
fact_mismatch,1,301,28.856689453125,6,1,37,6
rule_lhs_mismatch,1,302,25.36109733581543,6,1,37,6
consequent_swap,0,303,-0.06839370727539062,6,2,37,61
entailed,1,304,5.178815841674805,38,1,37,38
fact_mismatch,1,305,23.6663875579834,6,1,37,6
rule_lhs_mismatch,1,306,27.9117431640625,6,1,37,6
consequent_swap,1,307,11.32402229309082,63,1,37,63
entailed,1,308,9.852422714233398,23,1,37,23
fact_mismatch,1,309,31.27617645263672,6,1,37,6
rule_lhs_mismatch,1,310,28.165273666381836,6,1,37,6
consequent_swap,1,311,8.89963150024414,31,1,37,31
entailed,1,312,11.03287124633789,8,1,37,8
fact_mismatch,1,313,24.553422927856445,6,1,37,6
rule_lhs_mismatch,1,314,29.124759674072266,6,1,37,6
consequent_swap,1,315,6.993503570556641,14,1,37,14
entailed,1,316,10.145575523376465,62,1,37,62
fact_mismatch,1,317,25.472305297851562,6,1,37,6
rule_lhs_mismatch,1,318,32.67765808105469,6,1,37,6
consequent_swap,1,319,7.547935485839844,63,1,37,63
entailed,1,320,9.250504493713379,28,1,37,28
fact_mismatch,1,321,20.0145263671875,6,1,37,6
rule_lhs_mismatch,1,322,25.14461898803711,6,1,37,6
consequent_swap,1,323,10.89609146118164,48,1,37,48
entailed,1,324,9.634638786315918,18,1,37,18
fact_mismatch,1,325,30.43633270263672,6,1,37,6
rule_lhs_mismatch,1,326,19.45574188232422,6,1,37,6
consequent_swap,1,327,10.89054012298584,15,1,37,15
entailed,1,328,12.5750093460083,65,1,37,65
fact_mismatch,1,329,28.80089569091797,6,1,37,6
rule_lhs_mismatch,1,330,29.516040802001953,6,1,37,6
consequent_swap,1,331,11.06268310546875,18,1,37,18
entailed,1,332,11.789704322814941,24,1,37,24
fact_mismatch,1,333,31.30591583251953,6,1,37,6
rule_lhs_mismatch,1,334,25.883148193359375,6,1,37,6
consequent_swap,1,335,8.393878936767578,14,1,37,14
entailed,1,336,5.412554740905762,42,1,37,42
fact_mismatch,1,337,23.158342361450195,6,1,37,6
rule_lhs_mismatch,1,338,27.945449829101562,6,1,37,6
consequent_swap,1,339,10.999333381652832,15,1,37,15
entailed,1,340,5.672922134399414,57,1,37,57
fact_mismatch,1,341,28.246946334838867,6,1,37,6
rule_lhs_mismatch,1,342,23.68473243713379,6,1,37,6
consequent_swap,1,343,9.985713958740234,60,1,37,60
entailed,1,344,11.17624568939209,47,1,37,47
fact_mismatch,1,345,27.274656295776367,6,1,37,6
rule_lhs_mismatch,1,346,19.192951202392578,6,1,37,6
consequent_swap,1,347,12.33682918548584,8,1,37,8
entailed,1,348,9.724494934082031,18,1,37,18
fact_mismatch,1,349,24.937763214111328,6,1,37,6
rule_lhs_mismatch,1,350,19.949247360229492,6,1,37,6
consequent_swap,1,351,10.427606582641602,66,1,37,66
entailed,1,352,10.145575523376465,62,1,37,62
fact_mismatch,1,353,28.156679153442383,6,1,37,6
rule_lhs_mismatch,1,354,25.6058292388916,6,1,37,6
consequent_swap,1,355,8.323331832885742,55,1,37,55
entailed,1,356,9.186361312866211,16,1,37,16
fact_mismatch,1,357,30.026016235351562,6,1,37,6
rule_lhs_mismatch,1,358,29.5379581451416,6,1,37,6
consequent_swap,1,359,8.730714797973633,53,1,37,53
entailed,1,360,11.382226943969727,19,1,37,19
fact_mismatch,1,361,17.781307220458984,6,1,37,6
rule_lhs_mismatch,1,362,23.977527618408203,6,1,37,6
consequent_swap,1,363,7.666574478149414,50,1,37,50
entailed,1,364,11.904207229614258,58,1,37,58
fact_mismatch,1,365,29.250045776367188,6,1,37,6
rule_lhs_mismatch,1,366,27.982547760009766,6,1,37,6
consequent_swap,1,367,1.3385562896728516,53,1,37,53
entailed,1,368,12.191862106323242,69,1,37,69
fact_mismatch,1,369,26.652175903320312,6,1,37,6
rule_lhs_mismatch,1,370,26.643421173095703,6,1,37,6
consequent_swap,1,371,8.677498817443848,15,1,37,15
entailed,1,372,10.50621509552002,63,1,37,63
fact_mismatch,1,373,22.41401481628418,6,1,37,6
rule_lhs_mismatch,1,374,27.311138153076172,6,1,37,6
consequent_swap,1,375,9.186361312866211,16,1,37,16
entailed,1,376,9.445887565612793,38,1,37,38
fact_mismatch,1,377,26.426368713378906,6,1,37,6
rule_lhs_mismatch,1,378,16.35622787475586,6,1,37,6
consequent_swap,1,379,12.0218505859375,58,1,37,58
entailed,1,380,6.452712059020996,31,1,37,31
fact_mismatch,1,381,26.140056610107422,6,1,37,6
rule_lhs_mismatch,1,382,27.17367935180664,6,1,37,6
consequent_swap,1,383,10.858613967895508,69,1,37,69
entailed,1,384,7.585690498352051,28,1,37,28
fact_mismatch,1,385,25.73259735107422,6,1,37,6
rule_lhs_mismatch,1,386,22.68167495727539,6,1,37,6
consequent_swap,1,387,6.520912170410156,37,1,37,37
entailed,1,388,11.826189041137695,19,1,37,19
fact_mismatch,1,389,25.75365447998047,6,1,37,6
rule_lhs_mismatch,1,390,25.900806427001953,6,1,37,6
consequent_swap,1,391,10.213924407958984,15,1,37,15
entailed,1,392,11.126748085021973,64,1,37,64
fact_mismatch,1,393,30.391700744628906,6,1,37,6
rule_lhs_mismatch,1,394,29.314029693603516,6,1,37,6
consequent_swap,1,395,4.42149543762207,43,1,37,43
entailed,1,396,10.663758277893066,61,1,37,61
fact_mismatch,1,397,29.26934242248535,6,1,37,6
rule_lhs_mismatch,1,398,31.011154174804688,6,1,37,6
consequent_swap,1,399,8.562572479248047,35,1,37,35
entailed,1,400,10.458078384399414,45,1,37,45
fact_mismatch,1,401,25.796764373779297,6,1,37,6
rule_lhs_mismatch,1,402,28.79800796508789,6,1,37,6
consequent_swap,1,403,8.909157752990723,11,1,37,11
entailed,1,404,10.258289337158203,19,1,37,19
fact_mismatch,1,405,24.30853843688965,6,1,37,6
rule_lhs_mismatch,1,406,26.750347137451172,6,1,37,6
consequent_swap,1,407,8.006282806396484,28,1,37,28
entailed,1,408,9.039350509643555,54,1,37,54
fact_mismatch,1,409,26.952531814575195,6,1,37,6
rule_lhs_mismatch,1,410,22.513545989990234,6,1,37,6
consequent_swap,1,411,9.10116195678711,35,1,37,35
entailed,1,412,11.093466758728027,47,1,37,47
fact_mismatch,1,413,30.099000930786133,6,1,37,6
rule_lhs_mismatch,1,414,21.56317901611328,6,1,37,6
consequent_swap,1,415,8.001873016357422,28,1,37,28
entailed,1,416,11.723352432250977,17,1,37,17
fact_mismatch,1,417,28.96332359313965,6,1,37,6
rule_lhs_mismatch,1,418,26.29384994506836,6,1,37,6
consequent_swap,1,419,8.032292366027832,14,1,37,14
entailed,1,420,11.764276504516602,70,1,37,70
fact_mismatch,1,421,22.205249786376953,6,1,37,6
rule_lhs_mismatch,1,422,26.347381591796875,6,1,37,6
consequent_swap,1,423,10.199583053588867,15,1,37,15
entailed,1,424,6.863121032714844,35,1,37,35
fact_mismatch,1,425,23.243274688720703,6,1,37,6
rule_lhs_mismatch,1,426,29.116209030151367,6,1,37,6
consequent_swap,1,427,8.040803909301758,45,1,37,45
entailed,1,428,9.186361312866211,16,1,37,16
fact_mismatch,1,429,24.601905822753906,6,1,37,6
rule_lhs_mismatch,1,430,25.687517166137695,6,1,37,6
consequent_swap,1,431,7.3722381591796875,16,1,37,16
entailed,1,432,11.772113800048828,65,1,37,65
fact_mismatch,1,433,29.16034507751465,6,1,37,6
rule_lhs_mismatch,1,434,30.788837432861328,6,1,37,6
consequent_swap,1,435,7.876506805419922,54,1,37,54
entailed,1,436,12.078550338745117,9,1,37,9
fact_mismatch,1,437,25.382568359375,6,1,37,6
rule_lhs_mismatch,1,438,27.55116844177246,6,1,37,6
consequent_swap,1,439,10.298285484313965,10,1,37,10
entailed,1,440,8.847949981689453,11,1,37,11
fact_mismatch,1,441,25.40450096130371,6,1,37,6
rule_lhs_mismatch,1,442,26.40410804748535,6,1,37,6
consequent_swap,1,443,8.06315803527832,59,1,37,59
entailed,1,444,10.507440567016602,42,1,37,42
fact_mismatch,1,445,26.58675765991211,6,1,37,6
rule_lhs_mismatch,1,446,22.13140296936035,6,1,37,6
consequent_swap,1,447,9.290119171142578,26,1,37,26
entailed,1,448,11.52499771118164,61,1,37,61
fact_mismatch,1,449,29.66907501220703,6,1,37,6
rule_lhs_mismatch,1,450,23.605945587158203,6,1,37,6
consequent_swap,1,451,10.225212097167969,66,1,37,66
entailed,1,452,10.158792495727539,59,1,37,59
fact_mismatch,1,453,27.3468017578125,6,1,37,6
rule_lhs_mismatch,1,454,27.33519744873047,6,1,37,6
consequent_swap,1,455,7.876506805419922,54,1,37,54
entailed,1,456,8.527674674987793,28,1,37,28
fact_mismatch,1,457,27.801223754882812,6,1,37,6
rule_lhs_mismatch,1,458,30.596099853515625,6,1,37,6
consequent_swap,1,459,8.58607292175293,31,1,37,31
entailed,1,460,11.96664047241211,22,1,37,22
fact_mismatch,1,461,26.5831241607666,6,1,37,6
rule_lhs_mismatch,1,462,27.344139099121094,6,1,37,6
consequent_swap,1,463,6.307462692260742,43,1,37,43
